"Data Source","World Development Indicators",

"Last Updated Date","2020-04-09",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Early-demographic dividend","EAR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000242858309310714","","","","0.0148416279260264","0.0452130505213127","0.0801944735104644","0.162571964183421","0.342002338689618","0.610515181076289","1.22726119280249","1.68205502203813","2.82828584738495","3.39543202853432","4.20164812362651","4.87393456475582","5.75267095446092","7.31451993402641","8.47397596468619","9.66419684431853","12.7928570244362","15.4256703432616","18.0765076300807","20.909936137594","25.4490759552826","25.7726539304168","30.1667498501354","38.0290615571683","","",
"East Asia & Pacific","EAS","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00721087457948787","","","0.0793277598711601","0.117599981911064","0.210400620359377","0.467536911294776","1.08368558341961","1.88541468355169","3.41787819769399","5.60924070520304","7.27835490447805","9.03018298381158","10.5833990436361","12.6339668767849","14.6865023197303","16.6375335680047","20.7904574744049","25.2855108798602","29.5506961195956","34.2705539668784","37.4023237120308","40.7437540265865","44.6092050653925","46.8384771599822","48.9987474831424","53.1874208856586","55.0732656812101","","",
"Europe & Central Asia (excluding high income)","ECA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00909311213436174","0.0375130378287885","0.0888887746025559","0.18851901131764","0.361278760694988","0.67641399516603","1.10441121267699","1.97077591229033","2.87824511455791","5.01176242841905","7.30001771509191","10.7063046449593","12.4900429967687","15.0237677646188","20.3921152361955","23.8993210606319","27.4605930933097","35.6206969378559","40.5454110683895","48.826869262302","52.7891291854631","56.8994546420232","58.7934861661921","62.5179342050343","66.5874019895265","73.1086018721316","",
"Europe & Central Asia","ECS","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0480578365396327","","0.262321896525938","0.31764909887186","0.564228623949356","1.02300985199028","1.84143722486219","3.35516386230289","5.43116424864215","9.22579366381767","13.1562465569984","16.3803266870547","23.0071049499745","28.3097470741477","32.2957215791325","35.1437481475662","38.0102339731288","43.6168164513193","47.3177041996224","50.5358475752333","56.0868823063161","58.7933713369437","63.5904777750172","66.312355609957","68.9892517239431","70.0439970070619","72.4462776781183","75.027820684689","79.7532365709452","",
"Ecuador","ECU","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.005118035","0.016400751","0.034833586","0.043833641","0.086161276","0.110217959","0.125272771","0.823371634","1.46218853556457","2.67044367376705","4.26079691519764","4.46022834472698","4.83444263759525","5.99425516097331","7.2","10.8","18.8","24.6","29.03","31.3668083587433","35.1351464545516","40.279121941","45.5903906666095","48.9404337892669","54.06292473","57.2722436831024","","",
"Egypt, Arab Rep.","EGY","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.000975791","0.00638327","0.031319638","0.061466899","0.090480245","0.147987377","0.290445278","0.641265037504813","0.838945611477604","2.71999971465421","4.03788510706701","11.92","12.75","13.66","16.03","18.01","20","21.6","25.6","26.4","29.4","33.8946039115275","37.8193834276939","41.24806709","44.95020425","46.9243380864905","",
"Euro area","EMU","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0725336593967473","0.169180608085272","0.325776979080121","0.469207007557444","0.846833145209539","1.70074814537321","2.88056186406615","5.09787847922798","8.00427711396805","15.1986123826264","22.4661113155009","27.3077599545243","35.0832824920163","42.0090697589714","47.3733912210337","51.1540400973963","54.8404585401202","61.3120809463331","64.7962518469251","67.1057686897968","71.0275515545602","72.0141026370331","74.119007019637","75.8502877943212","77.0890936114147","77.4725358831233","77.9894549315985","79.6608735641209","83.7784758771368","",
"Eritrea","ERI","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0","0","0","0","0.009017718","0.008774236","0.025495028","0.136711941104496","0.157815289303043","0.227090137626716","","","","","0.41","0.47","0.54","0.61","0.7","0.8","0.9","0.99","1.083733115675","1.177118720157","1.3089069798665","","",
"Spain","ESP","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.012873564","0.025686194","0.076845453","0.127689668","0.280069738","0.380800728","1.331847404","2.803319625","4.361892394","7.085039678","13.6249608089899","18.1487226902932","20.39","39.93","44.01","47.88","50.37","55.11","59.6","62.4","65.8","67.0899993926581","69.8099999420024","71.635","76.19","78.6896","80.56133294","84.6022428","86.1072355256591","",
"Estonia","EST","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.065484797","0.300711282","1.159750913","2.778968489","3.525111129","5.706276548","10.79603483","14.50089724","28.5769538105646","31.5274897673756","41.52","45.32","53.2","61.45","63.51","66.19","70.58","72.5","74.1","76.5","78.3899259259259","80.0043","84.2415280294352","88.4097035040431","87.24023275","88.10245687","89.3570077747426","",
"Ethiopia","ETH","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","1.75E-05","0.001703448","0.00496672","0.009663517","0.012541599","0.0152637672082567","0.0371623810686744","0.0724022618698295","0.105811658802603","0.155334520794722","0.219659818999505","0.310592656856176","0.37","0.45","0.54","0.75","1.1","2.9","4.6","7.7","13.8551755555556","15.36692386","18.6180514528264","","",
"European Union","EUU","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0691965181623033","0.171611046461185","0.310057360729945","0.433589014150201","0.826617897268513","1.58046852514962","2.80491366524233","5.11375012838809","8.41547338970121","14.5566415184524","20.5178988156149","25.2735961970419","35.0858236555911","41.7917341036144","46.7927488641473","50.949019045537","54.5453581440399","60.3284590456659","64.258534237184","67.3211298676981","70.7546829388255","71.6590082725948","73.8531384738475","75.6943576310206","77.3039429957934","77.7727998921448","79.2384579503122","80.8297785477888","84.04980528453","",
"Fragile and conflict affected situations","FCS","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0396919024136903","0.081391259402142","0.140768768425177","0.27912144559721","0.266006597141158","0.543182157731849","0.770252345686812","1.08123110997063","1.50924940899757","1.94188663036359","3.140782542015","3.07638166195454","3.983882648398","6.13284561619836","6.96526416593662","8.56230601532396","10.4000365923897","12.5017528367317","19.6190477106661","17.1382390537593","22.2626941950514","","",
"Finland","FIN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.40108767","1.397439332","1.88687977","2.568461349","4.915098554","13.90030389","16.78007526","19.4586828","25.45252493","32.29509229","37.2484617371121","43.1053633522263","62.43","69.22","72.39","74.48","79.66","80.78","83.67","82.49","86.89","88.70999491353","89.879997974222","91.5144","86.5303927529377","86.4221333325445","87.70364996","87.46892907","88.8899599985585","",
"Fiji","FJI","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.006678447","0.007907399","0.009115343","0.064437142","0.223454842","0.633167865","0.942462063","1.4968547339902","1.8579785936093","6.15264970011985","6.72543473821551","7.4129434854202","8.45363663371359","9.6000384001536","10.8978310454645","13","17","20","28","33.7423567521104","35.2","37.4","42.5","46.5069783122217","49.9663730102662","","",
"France","FRA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.052777862","0.140113895","0.279049463","0.590619383","0.899867425","1.637947245","2.584033979","4.255003872","6.319778722","9.125317889","14.3079239430677","26.3259035521688","30.18","36.14","39.15","42.87","46.87","66.09","70.68","71.58","77.28","77.8199989926706","81.44","81.9198","83.75","78.01","79.26981132","80.50245972","82.0431867788484","",
"Faroe Islands","FRO","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","2.318786811","4.601297566","11.33786848","22.29753835","32.916392363397","43.2469835228993","53.2992218313613","58.9126409695337","66.5335994677312","67.9026317413939","69.359445124439","75.98","75.57","75.18","75.2","80.7321728","85.3351892392109","90","93.3","94.2","95.1086816720257","97.5819589384468","","",
"Micronesia, Fed. Sts.","FSM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.278037795","0.570676845","1.858718785","2.797594069","3.73486213690137","4.66052719883673","5.57009970478472","9.23250210039423","11.0178673081514","11.8813690993008","12.7503392500979","13.6211327333981","14.49","15.35","20","22.8","25.9744230029883","27.8","29.65","31.501081275309","33.352162552269","35.3040528661747","","",
"Gabon","GAB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","0.047999009","0.17012488","0.249009564","1.21614061828589","1.34762022159633","1.93953010616212","2.65958659385985","2.97906980035019","4.89326474972412","5.48920080280135","5.76700457562583","7.5","9.5","13","18","24","30.53803344","38.07120929","45.78453653","48.0522737506185","62","","",
"United Kingdom","GBR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.087355319","0.174230922","0.260615159","0.519762001","1.036609166","1.895168284","4.123650336","7.385398957","13.6699831","21.29363827","26.8217543508578","33.4810948744147","56.48","64.82","65.61","70","68.82","75.09","78.39","83.56","85","85.3799985496322","87.4799984242111","89.8441","91.61","92.0003","94.77580063","94.62","94.8967417605954","",
"Georgia","GEO","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.011836885","0.040065419","0.060930333","0.102830957","0.416343567","0.484746298540492","0.992344436138154","1.58787562980332","2.55881648068489","3.88622135350273","6.07945762869794","7.52687684487832","8.26","10.01","20.07","26.9","31.52","36.94","43.3","44","47.5697596438736","58.4592896118725","59.7055045962571","62.7179081736957","",
"Ghana","GHA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.000347918","0.005648763","0.027537542","0.032240443","0.104895466","0.153615297625799","0.200008060324831","0.830284033818739","1.19305791098328","1.71679770389504","1.83119746104616","2.72317597313987","3.85","4.27","5.44","7.8","9","10.6","15","25.51773743","25","34.66600065","39","","",
"Gibraltar","GIB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","2.662907268","4.183794329","5.936978297","19.1316381248919","21.171109436031","23.670239745714","28.3257797920554","32.8860826098395","39.0701308849385","45.29864751181","51.61","58","65.07","65","65","65.017","","","","94.4444715818151","","","",
"Guinea","GIN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.000138318","0.000668589","0.001948942","0.003803109","0.006203369","0.060808919","0.0954249236063846","0.175541868491054","0.402022748744397","0.450960370842751","0.508819332302937","0.542254180996637","0.637492122987955","0.780025279059244","0.92","0.94","1","2","3.1","4.5","6.4","8.2","9.8","18","","",
"Gambia, The","GMB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.009217541","0.03550736","0.051311347","0.206094461","0.715827015","0.921794919066406","1.33679116648397","1.79677988296495","2.436781193062","3.30800347812937","3.79900113882231","5.23769115841218","6.20503741852418","6.88","7.63","9.2","10.8703","12.4492287209242","14","15.56","16.5","18.5","19.8364544419252","","",
"Guinea-Bissau","GNB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.016389063","0.024060421","0.117702448","0.230103170591588","0.299569144677667","1.02299323436117","1.35419747762901","1.80814220342991","1.90136531610877","2.0571967045036","2.20630223745003","2.35488871087933","2.30328059172582","2.45","2.672","2.89399062085531","3.1","3.32","3.540706917021","3.761413832337","3.93050915199411","","",
"Equatorial Guinea","GNQ","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.041462292","0.094423774","0.097415945","0.132354665123789","0.16526042288306","0.321197997152044","0.520524272046806","0.843930284607049","1.14978967061811","1.27919359635686","1.55712305943539","1.82","2.13","6","11.5","13.9431821913076","16.4","18.86","21.319999985207","23.779999971074","26.2399999569409","","",
"Greece","GRC","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.048788803","0.048291602","0.191062242","0.378174312","0.749616477","1.395360779","1.849634688","3.221821786","6.877292144","9.13883730776798","10.9350258080278","14.67","17.8","21.42","24","32.25","35.88","38.2","42.4","44.4","51.6499951676815","55.0699934418411","59.8663","63.21","66.835","69.08791547","70.5494334521129","72.952094201811","",
"Grenada","GRD","Individuals using the Internet (% of population)","IT.NET.USER.ZS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.298032982","0.990883868","1.484854484","2.473166147","4.06390799146313","5.12810398216998","14.7588405454867","18.6451821830564","19.5706205843787","20.4878048780488","21.3959911692909","22.29","23.18","24.05","27","30","32","35","51.6","53.81","55.8564078225865","59.071735362999","","",
"Greenland","GRL","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.064712121","0.053940342","1.796719191","7.954504682","14.65444717","21.60261331","31.7478112321162","35.4641368915684","44.154789028418","54.5342598293605","56.0990147610533","57.7034045008656","59.361687268664","61.07","62.82","62.83","63","64","64.8960100995989","65.8","66.7","67.600443481006","68.500873675421","69.4824617821988","","",
"Guatemala","GTM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.002998005","0.019534871","0.095476021","0.466590444","0.592652945","0.712332904508925","1.7382017815873","3.39174627024502","4.54885490848324","5.1","5.7","6.5","7.3","8.3","9.3","10.5","12.3","16","19.7","23.4","28.8059415553524","34.5093260915602","65","","",
"Guam","GUM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.34845391","0.659530909","1.356106888","2.344571647","4.50128419","8.497176323","16.1131270423389","25.3802275337398","31.1922942556271","33.7166817880876","36.1617878387908","38.559877557558","43.8514430048178","46.1504736192355","48.4187021509296","50.6420283820435","54.04","57.7","61.5341593079002","65.4","69.27","73.139999947043","77.009999893206","80.5054655600831","","",
"Guyana","GUY","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.065854115","0.131828033","0.26408811","3.966354735","6.61149156572021","13.2069864958563","","","","","","13.8","18.2","23.9","29.9","30","30.5","31","32","34","35.66","37.3258367878094","","",
"High income","HIC","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.260305311156102","0.459614346337519","0.715642001043973","0.994636576426652","1.98465689712311","3.63789800910671","6.62880881588188","10.4655902286454","15.7234376776943","22.7204307838395","30.4774735437544","36.547076446718","44.9670825227032","49.6860432163227","54.8680003675252","58.5592926362245","61.2771314113139","66.6737116725843","68.7958884604582","70.0491781753657","72.1465137320951","72.7037280793324","75.3889416226458","76.7535227694651","78.4063990028465","79.8005428085104","84.167976882366","85.0157729128049","","",
"Hong Kong SAR, China","HKG","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.120955444","0.849527883","1.334568031","2.784198266","3.218635643","4.748838672","10.51875705","14.54597958","21.23068197","27.8277606812581","38.6714032309569","43.0823830278909","52.2000433497404","56.3998803935333","56.9","60.8","64.8","66.7","69.4","72","72.2","72.9","74.2","79.8662704309064","84.9483529634062","87.47941467","89.41594465","90.5073953294283","",
"Honduras","HND","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.036775252","0.043711246","0.170996468","0.301247214","0.573575476","1.20385599891878","1.41528193123711","2.5974025974026","4.8","5.6","6.5","7.8","9.4","9.6","9.8","11.09","15.9","18.12","17.8","19.08","27.1","29.5","31.7","","",
"Heavily indebted poor countries (HIPC)","HPC","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00877794311119171","0.0240063066709166","0.0439817306047536","0.107009691500025","0.174022851526195","0.257960142760677","0.395941158365664","0.606432921368041","0.916881862454822","1.21438155174544","1.55836014893627","2.42900295469472","2.5134516631323","3.12705313039803","4.7311833750084","5.33831655179262","6.60832667449049","8.07053546257962","10.4015257119962","14.6433552906992","15.350698495892","19.3528385873458","","",
"Croatia","HRV","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.097213389","0.268318997","0.51402859","0.858982368","1.729609312","3.273220279","4.405359119","6.64488254374396","11.5585731811648","17.76","22.75","30.91","33.14","37.98","41.44","44.24","50.58","56.55","57.7899789891444","61.9399731527956","66.7476","68.57","69.8031","72.69726967","67.09619204","75.2946259897258","",
"Haiti","HTI","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.007484253","","0.023999477","0.070658478","0.231270714628821","0.340832326173809","0.893432988337908","1.64735834557778","5.401261907622","6.37620163504938","6.79600048052951","7.2","7.6","8.1","8.37","9","9.8","10.6","11.4","12.1977","12.2326016070408","12.3261035817213","32.4736271300557","",
"Hungary","HUN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.00338263","0.048353421","0.193414395","0.483580975","0.677486054","0.969239536","1.942449872","3.894643278","5.857840749","6.99967635062916","14.5285543028277","16.67","21.63","27.74","38.97","47.06","53.3","61","62","65","68.0199878861296","70.579998153838","72.6439","75.6531974544103","72.8347","79.25941213","76.75054712","76.0743606365063","",
"IBRD only","IBD","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00809792258691872","0.0190440069826335","0.0512274013275805","0.110030237028953","0.217796885884827","0.492476535879834","0.966505075597339","1.86663771127352","2.68469660364829","4.48906319013411","5.7657794920552","7.37519266678834","8.68153193526285","10.5163447918008","13.7361407354042","16.9538700580487","20.297543929255","24.8287165674382","28.3173627656863","32.1011392229437","35.1665797577726","38.8634974345758","40.0222468431686","43.9136195677596","50.1651895347146","","",
"IDA & IBRD total","IBT","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0184689335242632","0.0460180395770926","0.0931031826250451","0.179311911356566","0.40201325688366","0.781504296833225","1.56129767082484","2.19086677854148","3.67080864124592","4.78432811123371","6.1246239690911","7.24552774249316","8.87051044703737","11.4587830752636","14.1009475792528","16.8344489830502","20.5702223435756","23.4048392130252","26.5899827738554","29.2759527232471","32.7205043084315","34.6913960631493","37.5202086974011","43.323287272363","","",
"IDA total","IDA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00596573861773725","0.0185155204112158","0.0362619888871305","0.0794182303828524","0.169209981800662","0.388529394078612","0.722849610488032","1.29125916354877","1.72026409366088","2.23432697209245","2.95725477954702","3.75984343797327","4.26812003216536","5.05124597578646","6.50087420359764","7.51637742692841","9.0065294841061","10.816145044558","13.7179042904947","18.4100260987603","18.2476082531591","22.9964303116938","","",
"IDA blend","IDB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00725688331925285","0.0261028897412454","0.0466484012956121","0.0857663328894258","","0.733391441052576","1.44605399521447","2.7822365668771","3.59100472553187","4.54806692867629","5.6174887436995","6.38589231420559","7.13305225322527","8.12249605461371","9.55941529876918","11.2271929152489","13.1700618413751","15.3821615734144","17.7257316467826","24.6029457694124","20.8029340785739","28.3600644648698","","",
"Indonesia","IDN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.001059744","0.026109477","0.056623989","0.194910264","0.255306646","0.444415936","0.925563864466858","2.01861385948459","2.13413573295808","2.38701977959476","2.60028587633414","3.60202476259646","4.76481313366657","5.78627472934199","7.91747938492903","6.92","10.92","12.28","14.52","14.94","17.14","21.9760677113476","25.4473537","32.2924418958799","39.9046386462913","",
"IDA only","IDX","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0140398865925674","0.0303250979918526","0.0760763533998076","0.14088672985975","0.212510357249845","0.35301052707873","0.53404691231453","0.771308665376991","1.05392257157719","1.51495286786543","2.42351204351106","2.73573805346366","3.40696313793207","4.90311947202785","5.60130096475609","6.85464578428929","8.47810846397482","11.6631815722405","15.2322266349123","16.9356725442987","20.2468525363358","","",
"Isle of Man","IMN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.000111308","0.000218176","0.001069562","0.026228879","0.046333977","0.070767849","0.139027329","0.273224277","0.527532449930946","0.660146377009928","1.53787558175083","1.68648997063625","1.97613649190559","2.38807499995774","2.80549986534254","3.95","4.38","5.12","7.5","10.07","12.5800609138955","15.1","21","17","22","34.45","","",
"Not classified","INX","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.056796044","0.169686377","0.281141005","0.558377222","1.108386328","2.199301832","4.08825507","8.096010043","10.93380859","17.8504672405807","23.1388121904053","25.85","34.31","36.99","41.61","54.82","61.158324551","65.34","67.38","69.85","74.8899729670944","76.919992540097","78.2477","83.4917223351728","83.4947916666667","85.01113212","84.1140070623844","84.5223020568612","",
"Iran, Islamic Rep.","IRN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.000408332","0.004179752","0.01582608","0.046756094","0.099815221","0.378569095","0.934190019959829","1.48422133163363","4.62617511492205","6.93372195304053","7.49","8.1","8.76","9.47","12.02","13.8","15.9","19","22.73","29.95","39.35","45.3349758846986","53.22677167","64.04397362","70.0045522180671","",
"Iraq","IRQ","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","0.1","0.5","0.6","0.9","0.9","0.95234424383919","0.93","1","1.06","2.5","5","7.1","9.2","13.21","58","21.23","49.35999889","75.0000013115036","",
"Iceland","ISL","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.505129002","1.53916008","2.667825265","6.794811784","11.2158757","14.80647932","27.47886875","36.2642065","41.29456671","44.470533824288","49.3929953676426","79.12","83.14","83.88","87","89.51","90.6","91","93","93.39","94.8196868008949","96.2097995545657","96.5468","98.16","98.2","98.2400162999185","98.26","99.0109539916991","",
"Israel","ISR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.110773866","0.2146241","0.310579197","0.398833333","0.57696646","0.93042297","2.1683676","4.399405482","10.30706995","13.43612191","20.8737899981674","17.3786238639049","17.7645990630493","19.5933936579649","22.7704855254035","25.1940424216829","27.8810744577346","48.1280621948445","59.39","63.12","67.5","68.8738779907441","70.8","70.250311945","75.0177531628076","77.3520896572253","79.65312418","81.58118359","83.7331390569778","",
"Italy","ITA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.017544562","0.035063256","0.070053433","0.122462053","0.192304619","0.524412787","1.023289903","2.276737834","4.558519565","14.37841019","23.1108742441037","27.2221169788811","28.04","29.04","33.24","35","37.99","40.79","44.53","48.83","53.68","54.3899983018814","55.829997993283","58.4593","55.6384602242293","58.1417349568747","61.32425277","63.077347","74.3871829234822","",
"Jamaica","JAM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.036817104","0.109487986","0.591145842","0.797797441","1.978726318","2.355688556","3.11577802729967","3.8630203874764","6.1","7.8","10","12.8","16.4","21.1","23.6","24.3","27.67","37.438613414848","33.79","37.1","40.4027351046672","42.2212211907441","44.36685637","55.0720670507751","","",
"Jordan","JOR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.02323392","0.044938549","0.599341106","1.305888264","2.526965353","2.62327542156362","4.70571958094159","6.02553241191204","8.46600501623938","11.6587413706379","12.9328520457507","13.8671087882097","20","23","26","27.2","34.9","37","41.4","46.2","60.1143826895006","62.3021925670712","66.7903144326458","","",
"Japan","JPN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.020293683","0.040438041","0.096678025","0.401277526","0.799684291","1.594363148","4.372981968","9.16307714","13.41404088","21.39129031","29.9907403589142","38.5320608612719","46.5942011179917","48.4352658899653","62.3939296327259","66.9210661042901","68.6852703213795","74.3","75.4","78","78.21","79.0541135244739","79.4964","88.219428911","89.1068330166075","91.0580283929962","93.18272128","84.58806583","91.2816084864932","",
"Kazakhstan","KAZ","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.000521079","0.011302355","0.031824512","0.064596754","0.131069604","0.464277218","0.668594402621264","1.00612421099739","1.67477099516366","2.00041475265872","2.6503946570164","2.96170749150089","3.26836905115978","4.02","11","18.2","31.6","50.6","61.9066274652008","63.30422443","66","70.82993359566","74.58772647","76.42674823","78.9039190578816","",
"Kenya","KEN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.000727482","0.008839115","0.034406051","0.050261388","0.114256028","0.318059713612037","0.619782266151425","1.20777388492125","2.94190286101524","3.02352804209621","3.10189770248496","3.6","4.4","5.2","6.1","7.2","8.8","10.5","13","16.5","16.5878548475992","16.6","17.8271002088645","","",
